sku,product_line,line_code,garment,gender,cut,size,size_label,color_code,color_name,name,channel,unit_cost,unit_price,active
ZCPTW-LS-S-RR,ZavaCore Field Premium,P,Top,Womens,LS,S,Small,RR,Deep Red/Red,Premium Womens LS Top Small Deep Red/Red,B2C,24.04,57.23,true
ZCPTW-LS-S-T0,ZavaCore Field Premium,P,Top,Womens,LS,S,Small,T0,Teal/Orange,Premium Womens LS Top Small Teal/Orange,B2C,26.91,64.06,true
ZCPTW-SS-M-B0,ZavaCore Field Premium,P,Top,Womens,SS,M,Medium,B0,Black/Orange,Premium Womens SS Top Medium Black/Orange,B2C,24.8,59.04,true
ZCPTW-SS-M-CS,ZavaCore Field Premium,P,Top,Womens,SS,M,Medium,CS,Charcoal/Silver,Premium Womens SS Top Medium Charcoal/Silver,B2C,25.88,61.63,true
ZCPTW-LS-M-RR,ZavaCore Field Premium,P,Top,Womens,LS,M,Medium,RR,Deep Red/Red,Premium Womens LS Top Medium Deep Red/Red,B2C,24.33,57.93,true
ZCPTW-LS-M-T0,ZavaCore Field Premium,P,Top,Womens,LS,M,Medium,T0,Teal/Orange,Premium Womens LS Top Medium Teal/Orange,B2C,26.54,63.2,true
ZCPTW-SS-L-B0,ZavaCore Field Premium,P,Top,Womens,SS,L,Large,B0,Black/Orange,Premium Womens SS Top Large Black/Orange,B2C,26.21,62.4,true
ZCPTW-SS-L-CS,ZavaCore Field Premium,P,Top,Womens,SS,L,Large,CS,Charcoal/Silver,Premium Womens SS Top Large Charcoal/Silver,B2C,25.43,60.55,true
ZCPTW-LS-L-RR,ZavaCore Field Premium,P,Top,Womens,LS,L,Large,RR,Deep Red/Red,Premium Womens LS Top Large Deep Red/Red,B2C,25.79,61.4,true
ZCPTW-LS-L-T0,ZavaCore Field Premium,P,Top,Womens,LS,L,Large,T0,Teal/Orange,Premium Womens LS Top Large Teal/Orange,B2C,26.92,64.1,true
ZCPTW-SS-XL-B0,ZavaCore Field Premium,P,Top,Womens,SS,XL,XL,B0,Black/Orange,Premium Womens SS Top XL Black/Orange,B2C,25.25,60.11,true
ZCPTW-SS-XL-CS,ZavaCore Field Premium,P,Top,Womens,SS,XL,XL,CS,Charcoal/Silver,Premium Womens SS Top XL Charcoal/Silver,B2C,25.13,59.84,true
ZCPTW-LS-XL-RR,ZavaCore Field Premium,P,Top,Womens,LS,XL,XL,RR,Deep Red/Red,Premium Womens LS Top XL Deep Red/Red,B2C,24.15,57.5,true
ZCPTW-LS-XL-T0,ZavaCore Field Premium,P,Top,Womens,LS,XL,XL,T0,Teal/Orange,Premium Womens LS Top XL Teal/Orange,B2C,26.31,62.65,true
ZCPTY-SS-S-B0,ZavaCore Field Premium,P,Top,Youth,SS,S,Small,B0,Black/Orange,Premium Youth SS Top Small Black/Orange,B2C,22.32,53.15,true
ZCPTY-SS-S-CS,ZavaCore Field Premium,P,Top,Youth,SS,S,Small,CS,Charcoal/Silver,Premium Youth SS Top Small Charcoal/Silver,B2C,20.56,48.95,true
ZCPTY-LS-S-RR,ZavaCore Field Premium,P,Top,Youth,LS,S,Small,RR,Deep Red/Red,Premium Youth LS Top Small Deep Red/Red,B2C,21.18,50.44,true
ZCPTY-LS-S-T0,ZavaCore Field Premium,P,Top,Youth,LS,S,Small,T0,Teal/Orange,Premium Youth LS Top Small Teal/Orange,B2C,21.65,51.55,true
ZCPTY-SS-M-B0,ZavaCore Field Premium,P,Top,Youth,SS,M,Medium,B0,Black/Orange,Premium Youth SS Top Medium Black/Orange,B2C,20.7,49.29,true
ZCPTY-SS-M-CS,ZavaCore Field Premium,P,Top,Youth,SS,M,Medium,CS,Charcoal/Silver,Premium Youth SS Top Medium Charcoal/Silver,B2C,21.7,51.67,true
ZCPTY-LS-M-RR,ZavaCore Field Premium,P,Top,Youth,LS,M,Medium,RR,Deep Red/Red,Premium Youth LS Top Medium Deep Red/Red,B2C,22.19,52.84,true
ZCPTY-LS-M-T0,ZavaCore Field Premium,P,Top,Youth,LS,M,Medium,T0,Teal/Orange,Premium Youth LS Top Medium Teal/Orange,B2C,22.38,53.29,true
ZCPTY-SS-L-B0,ZavaCore Field Premium,P,Top,Youth,SS,L,Large,B0,Black/Orange,Premium Youth SS Top Large Black/Orange,B2C,20.35,48.45,true
ZCPTY-SS-L-CS,ZavaCore Field Premium,P,Top,Youth,SS,L,Large,CS,Charcoal/Silver,Premium Youth SS Top Large Charcoal/Silver,B2C,20.95,49.89,true
ZCPTY-LS-L-RR,ZavaCore Field Premium,P,Top,Youth,LS,L,Large,RR,Deep Red/Red,Premium Youth LS Top Large Deep Red/Red,B2C,22.78,54.23,true
ZCPTY-LS-L-T0,ZavaCore Field Premium,P,Top,Youth,LS,L,Large,T0,Teal/Orange,Premium Youth LS Top Large Teal/Orange,B2C,20.56,48.96,true
ZCPTY-SS-XL-B0,ZavaCore Field Premium,P,Top,Youth,SS,XL,XL,B0,Black/Orange,Premium Youth SS Top XL Black/Orange,B2C,22.09,52.6,true
ZCPTY-SS-XL-CS,ZavaCore Field Premium,P,Top,Youth,SS,XL,XL,CS,Charcoal/Silver,Premium Youth SS Top XL Charcoal/Silver,B2C,21.44,51.05,true
ZCPTY-LS-XL-RR,ZavaCore Field Premium,P,Top,Youth,LS,XL,XL,RR,Deep Red/Red,Premium Youth LS Top XL Deep Red/Red,B2C,22.09,52.6,true
ZCPTY-LS-XL-T0,ZavaCore Field Premium,P,Top,Youth,LS,XL,XL,T0,Teal/Orange,Premium Youth LS Top XL Teal/Orange,B2C,22.06,52.52,true
ZCPSM-AS-S-B0,ZavaCore Field Premium,P,Shorts,Mens,AS,S,Small,B0,Black/Orange,Premium Mens Shorts Small Black/Orange,B2C,22.13,52.7,true
ZCPSM-AS-S-CS,ZavaCore Field Premium,P,Shorts,Mens,AS,S,Small,CS,Charcoal/Silver,Premium Mens Shorts Small Charcoal/Silver,B2C,22.89,54.5,true
ZCPSM-AS-S-RR,ZavaCore Field Premium,P,Shorts,Mens,AS,S,Small,RR,Deep Red/Red,Premium Mens Shorts Small Deep Red/Red,B2C,21.18,50.44,true
ZCPSM-AS-S-T0,ZavaCore Field Premium,P,Shorts,Mens,AS,S,Small,T0,Teal/Orange,Premium Mens Shorts Small Teal/Orange,B2C,21.36,50.86,true
ZCPSM-AS-M-B0,ZavaCore Field Premium,P,Shorts,Mens,AS,M,Medium,B0,Black/Orange,Premium Mens Shorts Medium Black/Orange,B2C,20.61,49.06,true
ZCPSM-AS-M-CS,ZavaCore Field Premium,P,Shorts,Mens,AS,M,Medium,CS,Charcoal/Silver,Premium Mens Shorts Medium Charcoal/Silver,B2C,20.78,49.48,true
ZCPSM-AS-M-RR,ZavaCore Field Premium,P,Shorts,Mens,AS,M,Medium,RR,Deep Red/Red,Premium Mens Shorts Medium Deep Red/Red,B2C,20.76,49.42,true
ZCPSM-AS-M-T0,ZavaCore Field Premium,P,Shorts,Mens,AS,M,Medium,T0,Teal/Orange,Premium Mens Shorts Medium Teal/Orange,B2C,20.46,48.72,true
ZCPSM-AS-L-B0,ZavaCore Field Premium,P,Shorts,Mens,AS,L,Large,B0,Black/Orange,Premium Mens Shorts Large Black/Orange,B2C,20.51,48.84,true
ZCPSM-AS-L-CS,ZavaCore Field Premium,P,Shorts,Mens,AS,L,Large,CS,Charcoal/Silver,Premium Mens Shorts Large Charcoal/Silver,B2C,21.98,52.34,true
ZCPSM-AS-L-RR,ZavaCore Field Premium,P,Shorts,Mens,AS,L,Large,RR,Deep Red/Red,Premium Mens Shorts Large Deep Red/Red,B2C,21.26,50.63,true
ZCPSM-AS-L-T0,ZavaCore Field Premium,P,Shorts,Mens,AS,L,Large,T0,Teal/Orange,Premium Mens Shorts Large Teal/Orange,B2C,20.81,49.54,true
ZCPSM-AS-XL-B0,ZavaCore Field Premium,P,Shorts,Mens,AS,XL,XL,B0,Black/Orange,Premium Mens Shorts XL Black/Orange,B2C,22.77,54.21,true
ZCPSM-AS-XL-CS,ZavaCore Field Premium,P,Shorts,Mens,AS,XL,XL,CS,Charcoal/Silver,Premium Mens Shorts XL Charcoal/Silver,B2C,21.52,51.25,true
ZCPSM-AS-XL-RR,ZavaCore Field Premium,P,Shorts,Mens,AS,XL,XL,RR,Deep Red/Red,Premium Mens Shorts XL Deep Red/Red,B2C,20.9,49.77,true
ZCPSM-AS-XL-T0,ZavaCore Field Premium,P,Shorts,Mens,AS,XL,XL,T0,Teal/Orange,Premium Mens Shorts XL Teal/Orange,B2C,21.02,50.05,true
ZCPSW-AS-S-B0,ZavaCore Field Premium,P,Shorts,Womens,AS,S,Small,B0,Black/Orange,Premium Womens Shorts Small Black/Orange,B2C,20.94,49.86,true
ZCPSW-AS-S-CS,ZavaCore Field Premium,P,Shorts,Womens,AS,S,Small,CS,Charcoal/Silver,Premium Womens Shorts Small Charcoal/Silver,B2C,21.84,52.0,true
ZCPSW-AS-S-RR,ZavaCore Field Premium,P,Shorts,Womens,AS,S,Small,RR,Deep Red/Red,Premium Womens Shorts Small Deep Red/Red,B2C,22.36,53.23,true
ZCPSW-AS-S-T0,ZavaCore Field Premium,P,Shorts,Womens,AS,S,Small,T0,Teal/Orange,Premium Womens Shorts Small Teal/Orange,B2C,22.73,54.13,true
ZCPSW-AS-M-B0,ZavaCore Field Premium,P,Shorts,Womens,AS,M,Medium,B0,Black/Orange,Premium Womens Shorts Medium Black/Orange,B2C,23.05,54.87,true
ZCPSW-AS-M-CS,ZavaCore Field Premium,P,Shorts,Womens,AS,M,Medium,CS,Charcoal/Silver,Premium Womens Shorts Medium Charcoal/Silver,B2C,22.95,54.65,true
ZCPSW-AS-M-RR,ZavaCore Field Premium,P,Shorts,Womens,AS,M,Medium,RR,Deep Red/Red,Premium Womens Shorts Medium Deep Red/Red,B2C,22.04,52.47,true
ZCPSW-AS-M-T0,ZavaCore Field Premium,P,Shorts,Womens,AS,M,Medium,T0,Teal/Orange,Premium Womens Shorts Medium Teal/Orange,B2C,22.8,54.28,true
ZCPSW-AS-L-B0,ZavaCore Field Premium,P,Shorts,Womens,AS,L,Large,B0,Black/Orange,Premium Womens Shorts Large Black/Orange,B2C,22.41,53.35,true
ZCPSW-AS-L-CS,ZavaCore Field Premium,P,Shorts,Womens,AS,L,Large,CS,Charcoal/Silver,Premium Womens Shorts Large Charcoal/Silver,B2C,22.45,53.46,true
ZCPSW-AS-L-RR,ZavaCore Field Premium,P,Shorts,Womens,AS,L,Large,RR,Deep Red/Red,Premium Womens Shorts Large Deep Red/Red,B2C,22.34,53.19,true
ZCPSW-AS-L-T0,ZavaCore Field Premium,P,Shorts,Womens,AS,L,Large,T0,Teal/Orange,Premium Womens Shorts Large Teal/Orange,B2C,22.26,53.01,true
ZCPSW-AS-XL-B0,ZavaCore Field Premium,P,Shorts,Womens,AS,XL,XL,B0,Black/Orange,Premium Womens Shorts XL Black/Orange,B2C,20.83,49.59,true
ZCPSW-AS-XL-CS,ZavaCore Field Premium,P,Shorts,Womens,AS,XL,XL,CS,Charcoal/Silver,Premium Womens Shorts XL Charcoal/Silver,B2C,20.88,49.71,true
ZCPSW-AS-XL-RR,ZavaCore Field Premium,P,Shorts,Womens,AS,XL,XL,RR,Deep Red/Red,Premium Womens Shorts XL Deep Red/Red,B2C,20.43,48.65,true
ZCPSW-AS-XL-T0,ZavaCore Field Premium,P,Shorts,Womens,AS,XL,XL,T0,Teal/Orange,Premium Womens Shorts XL Teal/Orange,B2C,22.15,52.75,true
ZCPSY-AS-S-B0,ZavaCore Field Premium,P,Shorts,Youth,AS,S,Small,B0,Black/Orange,Premium Youth Shorts Small Black/Orange,B2C,17.98,42.8,true
ZCPSY-AS-S-CS,ZavaCore Field Premium,P,Shorts,Youth,AS,S,Small,CS,Charcoal/Silver,Premium Youth Shorts Small Charcoal/Silver,B2C,18.24,43.43,true
ZCPSY-AS-S-RR,ZavaCore Field Premium,P,Shorts,Youth,AS,S,Small,RR,Deep Red/Red,Premium Youth Shorts Small Deep Red/Red,B2C,18.53,44.12,true
ZCPSY-AS-S-T0,ZavaCore Field Premium,P,Shorts,Youth,AS,S,Small,T0,Teal/Orange,Premium Youth Shorts Small Teal/Orange,B2C,19.29,45.92,true
ZCPSY-AS-M-B0,ZavaCore Field Premium,P,Shorts,Youth,AS,M,Medium,B0,Black/Orange,Premium Youth Shorts Medium Black/Orange,B2C,19.63,46.73,true
ZCPSY-AS-M-CS,ZavaCore Field Premium,P,Shorts,Youth,AS,M,Medium,CS,Charcoal/Silver,Premium Youth Shorts Medium Charcoal/Silver,B2C,19.17,45.65,true
ZCPSY-AS-M-RR,ZavaCore Field Premium,P,Shorts,Youth,AS,M,Medium,RR,Deep Red/Red,Premium Youth Shorts Medium Deep Red/Red,B2C,17.82,42.44,true
ZCPSY-AS-M-T0,ZavaCore Field Premium,P,Shorts,Youth,AS,M,Medium,T0,Teal/Orange,Premium Youth Shorts Medium Teal/Orange,B2C,18.38,43.75,true
ZCPSY-AS-L-B0,ZavaCore Field Premium,P,Shorts,Youth,AS,L,Large,B0,Black/Orange,Premium Youth Shorts Large Black/Orange,B2C,18.79,44.75,true
ZCPSY-AS-L-CS,ZavaCore Field Premium,P,Shorts,Youth,AS,L,Large,CS,Charcoal/Silver,Premium Youth Shorts Large Charcoal/Silver,B2C,19.5,46.43,true
ZCPSY-AS-L-RR,ZavaCore Field Premium,P,Shorts,Youth,AS,L,Large,RR,Deep Red/Red,Premium Youth Shorts Large Deep Red/Red,B2C,18.07,43.02,true
ZCPSY-AS-L-T0,ZavaCore Field Premium,P,Shorts,Youth,AS,L,Large,T0,Teal/Orange,Premium Youth Shorts Large Teal/Orange,B2C,19.58,46.63,true
ZCPSY-AS-XL-B0,ZavaCore Field Premium,P,Shorts,Youth,AS,XL,XL,B0,Black/Orange,Premium Youth Shorts XL Black/Orange,B2C,18.39,43.78,true
ZCPSY-AS-XL-CS,ZavaCore Field Premium,P,Shorts,Youth,AS,XL,XL,CS,Charcoal/Silver,Premium Youth Shorts XL Charcoal/Silver,B2C,18.59,44.26,true
ZCPSY-AS-XL-RR,ZavaCore Field Premium,P,Shorts,Youth,AS,XL,XL,RR,Deep Red/Red,Premium Youth Shorts XL Deep Red/Red,B2C,19.24,45.81,true
ZCPSY-AS-XL-T0,ZavaCore Field Premium,P,Shorts,Youth,AS,XL,XL,T0,Teal/Orange,Premium Youth Shorts XL Teal/Orange,B2C,19.22,45.77,true
ZCPPM-AP-S-B0,ZavaCore Field Premium,P,Pants,Mens,AP,S,Small,B0,Black/Orange,Premium Mens Pants Small Black/Orange,B2C,30.68,73.05,true
ZCPPM-AP-S-CS,ZavaCore Field Premium,P,Pants,Mens,AP,S,Small,CS,Charcoal/Silver,Premium Mens Pants Small Charcoal/Silver,B2C,30.7,73.09,true
ZCPPM-AP-S-RR,ZavaCore Field Premium,P,Pants,Mens,AP,S,Small,RR,Deep Red/Red,Premium Mens Pants Small Deep Red/Red,B2C,34.38,81.85,true
ZCPPM-AP-S-T0,ZavaCore Field Premium,P,Pants,Mens,AP,S,Small,T0,Teal/Orange,Premium Mens Pants Small Teal/Orange,B2C,30.98,73.76,true
ZCPPM-AP-M-B0,ZavaCore Field Premium,P,Pants,Mens,AP,M,Medium,B0,Black/Orange,Premium Mens Pants Medium Black/Orange,B2C,34.53,82.22,true
ZCPPM-AP-M-CS,ZavaCore Field Premium,P,Pants,Mens,AP,M,Medium,CS,Charcoal/Silver,Premium Mens Pants Medium Charcoal/Silver,B2C,32.52,77.43,true
ZCPPM-AP-M-RR,ZavaCore Field Premium,P,Pants,Mens,AP,M,Medium,RR,Deep Red/Red,Premium Mens Pants Medium Deep Red/Red,B2C,31.16,74.2,true
ZCPPM-AP-M-T0,ZavaCore Field Premium,P,Pants,Mens,AP,M,Medium,T0,Teal/Orange,Premium Mens Pants Medium Teal/Orange,B2C,31.08,74.01,true
ZCPPM-AP-L-B0,ZavaCore Field Premium,P,Pants,Mens,AP,L,Large,B0,Black/Orange,Premium Mens Pants Large Black/Orange,B2C,32.16,76.57,true
ZCPPM-AP-L-CS,ZavaCore Field Premium,P,Pants,Mens,AP,L,Large,CS,Charcoal/Silver,Premium Mens Pants Large Charcoal/Silver,B2C,32.76,77.99,true
ZCPPM-AP-L-RR,ZavaCore Field Premium,P,Pants,Mens,AP,L,Large,RR,Deep Red/Red,Premium Mens Pants Large Deep Red/Red,B2C,30.6,72.86,true
ZCPPM-AP-L-T0,ZavaCore Field Premium,P,Pants,Mens,AP,L,Large,T0,Teal/Orange,Premium Mens Pants Large Teal/Orange,B2C,33.65,80.12,true
ZCPPM-AP-XL-B0,ZavaCore Field Premium,P,Pants,Mens,AP,XL,XL,B0,Black/Orange,Premium Mens Pants XL Black/Orange,B2C,33.67,80.16,true
ZCPPM-AP-XL-CS,ZavaCore Field Premium,P,Pants,Mens,AP,XL,XL,CS,Charcoal/Silver,Premium Mens Pants XL Charcoal/Silver,B2C,31.03,73.87,true
ZCPPM-AP-XL-RR,ZavaCore Field Premium,P,Pants,Mens,AP,XL,XL,RR,Deep Red/Red,Premium Mens Pants XL Deep Red/Red,B2C,33.52,79.81,true
ZCPPM-AP-XL-T0,ZavaCore Field Premium,P,Pants,Mens,AP,XL,XL,T0,Teal/Orange,Premium Mens Pants XL Teal/Orange,B2C,34.52,82.2,true
ZCPPW-AP-S-B0,ZavaCore Field Premium,P,Pants,Womens,AP,S,Small,B0,Black/Orange,Premium Womens Pants Small Black/Orange,B2C,31.87,75.88,true
ZCPPW-AP-S-CS,ZavaCore Field Premium,P,Pants,Womens,AP,S,Small,CS,Charcoal/Silver,Premium Womens Pants Small Charcoal/Silver,B2C,33.41,79.54,true
ZCPPW-AP-S-RR,ZavaCore Field Premium,P,Pants,Womens,AP,S,Small,RR,Deep Red/Red,Premium Womens Pants Small Deep Red/Red,B2C,31.52,75.05,true
ZCPPW-AP-S-T0,ZavaCore Field Premium,P,Pants,Womens,AP,S,Small,T0,Teal/Orange,Premium Womens Pants Small Teal/Orange,B2C,32.27,76.84,true
ZCPPW-AP-M-B0,ZavaCore Field Premium,P,Pants,Womens,AP,M,Medium,B0,Black/Orange,Premium Womens Pants Medium Black/Orange,B2C,31.56,75.15,true
ZCPPW-AP-M-CS,ZavaCore Field Premium,P,Pants,Womens,AP,M,Medium,CS,Charcoal/Silver,Premium Womens Pants Medium Charcoal/Silver,B2C,32.36,77.04,true
ZCPPW-AP-M-RR,ZavaCore Field Premium,P,Pants,Womens,AP,M,Medium,RR,Deep Red/Red,Premium Womens Pants Medium Deep Red/Red,B2C,32.98,78.53,true
ZCPPW-AP-M-T0,ZavaCore Field Premium,P,Pants,Womens,AP,M,Medium,T0,Teal/Orange,Premium Womens Pants Medium Teal/Orange,B2C,32.12,76.47,true
ZCPPW-AP-L-B0,ZavaCore Field Premium,P,Pants,Womens,AP,L,Large,B0,Black/Orange,Premium Womens Pants Large Black/Orange,B2C,30.59,72.84,true
ZCPPW-AP-L-CS,ZavaCore Field Premium,P,Pants,Womens,AP,L,Large,CS,Charcoal/Silver,Premium Womens Pants Large Charcoal/Silver,B2C,32.13,76.5,true
ZCPPW-AP-L-RR,ZavaCore Field Premium,P,Pants,Womens,AP,L,Large,RR,Deep Red/Red,Premium Womens Pants Large Deep Red/Red,B2C,32.73,77.94,true
ZCPPW-AP-L-T0,ZavaCore Field Premium,P,Pants,Womens,AP,L,Large,T0,Teal/Orange,Premium Womens Pants Large Teal/Orange,B2C,31.76,75.61,true
ZCPPW-AP-XL-B0,ZavaCore Field Premium,P,Pants,Womens,AP,XL,XL,B0,Black/Orange,Premium Womens Pants XL Black/Orange,B2C,31.84,75.8,true
ZCPPW-AP-XL-CS,ZavaCore Field Premium,P,Pants,Womens,AP,XL,XL,CS,Charcoal/Silver,Premium Womens Pants XL Charcoal/Silver,B2C,34.13,81.26,true
ZCPPW-AP-XL-RR,ZavaCore Field Premium,P,Pants,Womens,AP,XL,XL,RR,Deep Red/Red,Premium Womens Pants XL Deep Red/Red,B2C,30.63,72.94,true
ZCPPW-AP-XL-T0,ZavaCore Field Premium,P,Pants,Womens,AP,XL,XL,T0,Teal/Orange,Premium Womens Pants XL Teal/Orange,B2C,34.15,81.32,true
ZCPPY-AP-S-B0,ZavaCore Field Premium,P,Pants,Youth,AP,S,Small,B0,Black/Orange,Premium Youth Pants Small Black/Orange,B2C,29.33,69.83,true
ZCPPY-AP-S-CS,ZavaCore Field Premium,P,Pants,Youth,AP,S,Small,CS,Charcoal/Silver,Premium Youth Pants Small Charcoal/Silver,B2C,27.94,66.53,true
ZCPPY-AP-S-RR,ZavaCore Field Premium,P,Pants,Youth,AP,S,Small,RR,Deep Red/Red,Premium Youth Pants Small Deep Red/Red,B2C,28.03,66.73,true
ZCPPY-AP-S-T0,ZavaCore Field Premium,P,Pants,Youth,AP,S,Small,T0,Teal/Orange,Premium Youth Pants Small Teal/Orange,B2C,26.55,63.21,true
ZCPPY-AP-M-B0,ZavaCore Field Premium,P,Pants,Youth,AP,M,Medium,B0,Black/Orange,Premium Youth Pants Medium Black/Orange,B2C,28.81,68.6,true
ZCPPY-AP-M-CS,ZavaCore Field Premium,P,Pants,Youth,AP,M,Medium,CS,Charcoal/Silver,Premium Youth Pants Medium Charcoal/Silver,B2C,28.8,68.58,true
ZCPPY-AP-M-RR,ZavaCore Field Premium,P,Pants,Youth,AP,M,Medium,RR,Deep Red/Red,Premium Youth Pants Medium Deep Red/Red,B2C,27.37,65.16,true
ZCPPY-AP-M-T0,ZavaCore Field Premium,P,Pants,Youth,AP,M,Medium,T0,Teal/Orange,Premium Youth Pants Medium Teal/Orange,B2C,26.81,63.84,true
ZCPPY-AP-L-B0,ZavaCore Field Premium,P,Pants,Youth,AP,L,Large,B0,Black/Orange,Premium Youth Pants Large Black/Orange,B2C,26.88,63.99,true
ZCPPY-AP-L-CS,ZavaCore Field Premium,P,Pants,Youth,AP,L,Large,CS,Charcoal/Silver,Premium Youth Pants Large Charcoal/Silver,B2C,27.81,66.21,true
ZCPPY-AP-L-RR,ZavaCore Field Premium,P,Pants,Youth,AP,L,Large,RR,Deep Red/Red,Premium Youth Pants Large Deep Red/Red,B2C,26.25,62.49,true
ZCPPY-AP-L-T0,ZavaCore Field Premium,P,Pants,Youth,AP,L,Large,T0,Teal/Orange,Premium Youth Pants Large Teal/Orange,B2C,29.27,69.69,true
ZCPPY-AP-XL-B0,ZavaCore Field Premium,P,Pants,Youth,AP,XL,XL,B0,Black/Orange,Premium Youth Pants XL Black/Orange,B2C,26.72,63.62,true
ZCPPY-AP-XL-CS,ZavaCore Field Premium,P,Pants,Youth,AP,XL,XL,CS,Charcoal/Silver,Premium Youth Pants XL Charcoal/Silver,B2C,26.36,62.75,true
ZCPPY-AP-XL-RR,ZavaCore Field Premium,P,Pants,Youth,AP,XL,XL,RR,Deep Red/Red,Premium Youth Pants XL Deep Red/Red,B2C,27.9,66.42,true
ZCPPY-AP-XL-T0,ZavaCore Field Premium,P,Pants,Youth,AP,XL,XL,T0,Teal/Orange,Premium Youth Pants XL Teal/Orange,B2C,27.21,64.78,true
ZCETM-SS-S-B0,ZavaCore Field Elite,E,Top,Mens,SS,S,Small,B0,Black/Orange,Elite Mens SS Tee Small Black/Orange,B2C,34.26,81.57,true
ZCETM-SS-S-CS,ZavaCore Field Elite,E,Top,Mens,SS,S,Small,CS,Charcoal/Silver,Elite Mens SS Tee Small Charcoal/Silver,B2C,33.37,79.46,true
ZCETM-LS-S-RR,ZavaCore Field Elite,E,Top,Mens,LS,S,Small,RR,Deep Red/Red,Elite Mens LS Tee Small Deep Red/Red,B2C,34.75,82.73,true
ZCETM-LS-S-T0,ZavaCore Field Elite,E,Top,Mens,LS,S,Small,T0,Teal/Orange,Elite Mens LS Tee Small Teal/Orange,B2C,33.46,79.66,true
ZCETM-SS-M-B0,ZavaCore Field Elite,E,Top,Mens,SS,M,Medium,B0,Black/Orange,Elite Mens SS Tee Medium Black/Orange,B2C,30.92,73.62,true
ZCETM-SS-M-CS,ZavaCore Field Elite,E,Top,Mens,SS,M,Medium,CS,Charcoal/Silver,Elite Mens SS Tee Medium Charcoal/Silver,B2C,31.43,74.84,true
ZCETM-LS-M-RR,ZavaCore Field Elite,E,Top,Mens,LS,M,Medium,RR,Deep Red/Red,Elite Mens LS Tee Medium Deep Red/Red,B2C,31.89,75.94,true
ZCETM-LS-M-T0,ZavaCore Field Elite,E,Top,Mens,LS,M,Medium,T0,Teal/Orange,Elite Mens LS Tee Medium Teal/Orange,B2C,31.93,76.02,true
ZCETM-SS-L-B0,ZavaCore Field Elite,E,Top,Mens,SS,L,Large,B0,Black/Orange,Elite Mens SS Tee Large Black/Orange,B2C,32.71,77.87,true
ZCETM-SS-L-CS,ZavaCore Field Elite,E,Top,Mens,SS,L,Large,CS,Charcoal/Silver,Elite Mens SS Tee Large Charcoal/Silver,B2C,31.02,73.86,true
ZCETM-LS-L-RR,ZavaCore Field Elite,E,Top,Mens,LS,L,Large,RR,Deep Red/Red,Elite Mens LS Tee Large Deep Red/Red,B2C,31.43,74.83,true
ZCETM-LS-L-T0,ZavaCore Field Elite,E,Top,Mens,LS,L,Large,T0,Teal/Orange,Elite Mens LS Tee Large Teal/Orange,B2C,33.18,78.99,true
ZCETM-SS-XL-B0,ZavaCore Field Elite,E,Top,Mens,SS,XL,XL,B0,Black/Orange,Elite Mens SS Tee XL Black/Orange,B2C,32.81,78.11,true
ZCETM-SS-XL-CS,ZavaCore Field Elite,E,Top,Mens,SS,XL,XL,CS,Charcoal/Silver,Elite Mens SS Tee XL Charcoal/Silver,B2C,33.0,78.57,true
ZCETM-LS-XL-RR,ZavaCore Field Elite,E,Top,Mens,LS,XL,XL,RR,Deep Red/Red,Elite Mens LS Tee XL Deep Red/Red,B2C,32.98,78.52,true
ZCETM-LS-XL-T0,ZavaCore Field Elite,E,Top,Mens,LS,XL,XL,T0,Teal/Orange,Elite Mens LS Tee XL Teal/Orange,B2C,31.09,74.03,true
ZCETW-SS-S-B0,ZavaCore Field Elite,E,Top,Womens,SS,S,Small,B0,Black/Orange,Elite Womens SS Tee Small Black/Orange,B2C,30.79,73.3,true
ZCETW-SS-S-CS,ZavaCore Field Elite,E,Top,Womens,SS,S,Small,CS,Charcoal/Silver,Elite Womens SS Tee Small Charcoal/Silver,B2C,33.06,78.71,true
ZCETW-LS-S-RR,ZavaCore Field Elite,E,Top,Womens,LS,S,Small,RR,Deep Red/Red,Elite Womens LS Tee Small Deep Red/Red,B2C,33.56,79.91,true
ZCETW-LS-S-T0,ZavaCore Field Elite,E,Top,Womens,LS,S,Small,T0,Teal/Orange,Elite Womens LS Tee Small Teal/Orange,B2C,31.45,74.87,true
ZCETW-SS-M-B0,ZavaCore Field Elite,E,Top,Womens,SS,M,Medium,B0,Black/Orange,Elite Womens SS Tee Medium Black/Orange,B2C,33.07,78.75,true
ZCETW-SS-M-CS,ZavaCore Field Elite,E,Top,Womens,SS,M,Medium,CS,Charcoal/Silver,Elite Womens SS Tee Medium Charcoal/Silver,B2C,33.9,80.72,true
ZCETW-LS-M-RR,ZavaCore Field Elite,E,Top,Womens,LS,M,Medium,RR,Deep Red/Red,Elite Womens LS Tee Medium Deep Red/Red,B2C,31.89,75.94,true
ZCETW-LS-M-T0,ZavaCore Field Elite,E,Top,Womens,LS,M,Medium,T0,Teal/Orange,Elite Womens LS Tee Medium Teal/Orange,B2C,32.69,77.84,true
ZCETW-SS-L-B0,ZavaCore Field Elite,E,Top,Womens,SS,L,Large,B0,Black/Orange,Elite Womens SS Tee Large Black/Orange,B2C,32.17,76.6,true
ZCETW-SS-L-CS,ZavaCore Field Elite,E,Top,Womens,SS,L,Large,CS,Charcoal/Silver,Elite Womens SS Tee Large Charcoal/Silver,B2C,34.85,82.97,true
