sku,facility_code,on_hand,reserved,available,reorder_point,safety_stock,projected_stockout_days,status,bin_location
ZCPTM-SS-XL-CS,FC-RNO,251,1,250,120,48,27,in stock,RNO-04-E
ZCPTM-SS-XL-CS,FC-CMH,374,9,365,120,48,41,in stock,CMH-52-F
ZCPTM-LS-XL-RR,FC-MEM,33,4,29,100,40,4,low stock,MEM-60-D
ZCPTM-LS-XL-RR,FC-CLT,225,35,190,100,40,32,in stock,CLT-45-A
ZCPTM-LS-XL-RR,FC-SEA,120,6,114,100,40,17,in stock,SEA-55-B
ZCPTM-LS-XL-RR,FC-DFW,172,5,167,100,40,24,in stock,DFW-31-C
ZCPTM-LS-XL-RR,FC-EWR,91,7,84,100,40,13,low stock,EWR-22-D
ZCPTM-LS-XL-RR,FC-RNO,199,0,199,100,40,28,in stock,RNO-29-A
ZCPTM-LS-XL-RR,FC-CMH,367,43,324,100,40,52,in stock,CMH-44-B
ZCPTM-LS-XL-T0,FC-MEM,12,0,12,120,48,1,critical,MEM-38-E
ZCPTM-LS-XL-T0,FC-CLT,129,5,124,120,48,14,in stock,CLT-57-B
ZCPTM-LS-XL-T0,FC-SEA,23,3,20,120,48,2,critical,SEA-14-E
ZCPTM-LS-XL-T0,FC-DFW,108,4,104,120,48,12,low stock,DFW-44-D
ZCPTM-LS-XL-T0,FC-EWR,442,17,425,120,48,49,in stock,EWR-02-A
ZCPTM-LS-XL-T0,FC-RNO,224,30,194,120,48,24,in stock,RNO-50-C
ZCPTM-LS-XL-T0,FC-CMH,103,15,88,120,48,11,low stock,CMH-43-F
ZCPTW-SS-S-B0,FC-MEM,140,12,128,80,32,23,in stock,MEM-10-C
ZCPTW-SS-S-B0,FC-CLT,320,20,300,80,32,53,in stock,CLT-41-D
ZCPTW-SS-S-B0,FC-SEA,5,0,5,80,32,0,critical,SEA-06-C
ZCPTW-SS-S-B0,FC-DFW,138,13,125,80,32,23,in stock,DFW-38-B
ZCPTW-SS-S-B0,FC-EWR,275,27,248,80,32,45,in stock,EWR-36-F
ZCPTW-SS-S-B0,FC-RNO,134,4,130,80,32,22,in stock,RNO-24-B
ZCPTW-SS-S-B0,FC-CMH,197,15,182,80,32,32,in stock,CMH-04-A
ZCPTW-SS-S-CS,FC-MEM,7,1,6,120,48,0,critical,MEM-07-D
ZCPTW-SS-S-CS,FC-CLT,50,5,45,120,48,5,low stock,CLT-10-D
ZCPTW-SS-S-CS,FC-SEA,4,1,3,120,48,0,critical,SEA-29-E
ZCPTW-SS-S-CS,FC-DFW,309,6,303,120,48,34,in stock,DFW-06-F
ZCPTW-SS-S-CS,FC-EWR,181,29,152,120,48,20,in stock,EWR-58-C
ZCPTW-SS-S-CS,FC-RNO,20,0,20,120,48,2,critical,RNO-39-B
ZCPTW-SS-S-CS,FC-CMH,574,22,552,120,48,63,in stock,CMH-54-B
ZCPTW-LS-S-RR,FC-MEM,295,41,254,120,48,32,in stock,MEM-58-A
ZCPTW-LS-S-RR,FC-CLT,228,9,219,120,48,25,in stock,CLT-36-B
ZCPTW-LS-S-RR,FC-SEA,173,20,153,120,48,19,in stock,SEA-30-F
ZCPTW-LS-S-RR,FC-DFW,232,9,223,120,48,25,in stock,DFW-54-B
ZCPTW-LS-S-RR,FC-EWR,440,6,434,120,48,48,in stock,EWR-28-F
ZCPTW-LS-S-RR,FC-RNO,286,20,266,120,48,31,in stock,RNO-55-C
ZCPTW-LS-S-RR,FC-CMH,106,6,100,120,48,11,low stock,CMH-42-D
ZCPTW-LS-S-T0,FC-MEM,231,23,208,120,48,25,in stock,MEM-37-C
ZCPTW-LS-S-T0,FC-CLT,294,19,275,120,48,32,in stock,CLT-28-E
ZCPTW-LS-S-T0,FC-SEA,509,51,458,120,48,56,in stock,SEA-16-E
ZCPTW-LS-S-T0,FC-DFW,303,49,254,120,48,33,in stock,DFW-17-D
ZCPTW-LS-S-T0,FC-EWR,94,0,94,120,48,10,low stock,EWR-09-F
ZCPTW-LS-S-T0,FC-RNO,99,0,99,120,48,11,low stock,RNO-54-C
ZCPTW-LS-S-T0,FC-CMH,506,31,475,120,48,56,in stock,CMH-37-B
ZCPTW-SS-M-B0,FC-MEM,309,12,297,80,32,51,in stock,MEM-57-F
ZCPTW-SS-M-B0,FC-CLT,378,57,321,80,32,63,in stock,CLT-51-E
ZCPTW-SS-M-B0,FC-SEA,282,2,280,80,32,47,in stock,SEA-54-E
ZCPTW-SS-M-B0,FC-DFW,358,39,319,80,32,59,in stock,DFW-08-E
ZCPTW-SS-M-B0,FC-EWR,108,18,90,80,32,18,in stock,EWR-26-E
ZCPTW-SS-M-B0,FC-RNO,243,12,231,80,32,40,in stock,RNO-53-A
ZCPTW-SS-M-B0,FC-CMH,10,0,10,80,32,1,critical,CMH-50-A
ZCPTW-SS-M-CS,FC-MEM,22,3,19,80,32,3,critical,MEM-43-F
ZCPTW-SS-M-CS,FC-CLT,56,8,48,80,32,9,low stock,CLT-04-C
ZCPTW-SS-M-CS,FC-SEA,327,49,278,80,32,54,in stock,SEA-39-D
ZCPTW-SS-M-CS,FC-DFW,294,47,247,80,32,49,in stock,DFW-34-B
ZCPTW-SS-M-CS,FC-EWR,348,50,298,80,32,58,in stock,EWR-07-F
ZCPTW-SS-M-CS,FC-RNO,345,12,333,80,32,57,in stock,RNO-39-E
ZCPTW-SS-M-CS,FC-CMH,157,19,138,80,32,26,in stock,CMH-26-B
ZCPTW-LS-M-RR,FC-MEM,451,30,421,120,48,50,in stock,MEM-41-F
ZCPTW-LS-M-RR,FC-CLT,294,12,282,120,48,32,in stock,CLT-56-B
ZCPTW-LS-M-RR,FC-SEA,375,32,343,120,48,41,in stock,SEA-13-F
ZCPTW-LS-M-RR,FC-DFW,266,15,251,120,48,29,in stock,DFW-54-F
ZCPTW-LS-M-RR,FC-EWR,576,45,531,120,48,64,in stock,EWR-48-E
ZCPTW-LS-M-RR,FC-RNO,487,31,456,120,48,54,in stock,RNO-23-E
ZCPTW-LS-M-RR,FC-CMH,275,38,237,120,48,30,in stock,CMH-41-F
ZCPTW-LS-M-T0,FC-MEM,168,15,153,60,24,42,in stock,MEM-47-C
ZCPTW-LS-M-T0,FC-CLT,199,7,192,60,24,49,in stock,CLT-60-D
ZCPTW-LS-M-T0,FC-SEA,251,33,218,60,24,62,in stock,SEA-50-E
ZCPTW-LS-M-T0,FC-DFW,106,11,95,60,24,26,in stock,DFW-51-C
ZCPTW-LS-M-T0,FC-EWR,296,39,257,60,24,74,in stock,EWR-56-E
ZCPTW-LS-M-T0,FC-RNO,90,2,88,60,24,22,in stock,RNO-20-F
ZCPTW-LS-M-T0,FC-CMH,31,3,28,60,24,7,low stock,CMH-55-E
ZCPTW-SS-L-B0,FC-MEM,234,24,210,120,48,26,in stock,MEM-21-A
ZCPTW-SS-L-B0,FC-CLT,378,16,362,120,48,42,in stock,CLT-28-F
ZCPTW-SS-L-B0,FC-SEA,75,6,69,120,48,8,low stock,SEA-01-A
ZCPTW-SS-L-B0,FC-DFW,593,52,541,120,48,65,in stock,DFW-49-B
ZCPTW-SS-L-B0,FC-EWR,33,5,28,120,48,3,critical,EWR-09-C
ZCPTW-SS-L-B0,FC-RNO,576,60,516,120,48,64,in stock,RNO-10-B
ZCPTW-SS-L-B0,FC-CMH,93,12,81,120,48,10,low stock,CMH-53-C
ZCPTW-SS-L-CS,FC-MEM,98,1,97,100,40,14,low stock,MEM-14-F
ZCPTW-SS-L-CS,FC-CLT,20,0,20,100,40,2,critical,CLT-20-D
ZCPTW-SS-L-CS,FC-SEA,449,25,424,100,40,64,in stock,SEA-06-A
ZCPTW-SS-L-CS,FC-DFW,496,79,417,100,40,70,in stock,DFW-44-B
ZCPTW-SS-L-CS,FC-EWR,172,23,149,100,40,24,in stock,EWR-47-F
ZCPTW-SS-L-CS,FC-RNO,493,77,416,100,40,70,in stock,RNO-25-A
ZCPTW-SS-L-CS,FC-CMH,467,30,437,100,40,66,in stock,CMH-18-F
ZCPTW-LS-L-RR,FC-MEM,125,19,106,120,48,13,in stock,MEM-14-C
ZCPTW-LS-L-RR,FC-CLT,466,48,418,120,48,51,in stock,CLT-30-F
ZCPTW-LS-L-RR,FC-SEA,541,30,511,120,48,60,in stock,SEA-54-A
ZCPTW-LS-L-RR,FC-DFW,57,2,55,120,48,6,low stock,DFW-22-B
ZCPTW-LS-L-RR,FC-EWR,431,22,409,120,48,47,in stock,EWR-13-E
ZCPTW-LS-L-RR,FC-RNO,183,19,164,120,48,20,in stock,RNO-14-F
ZCPTW-LS-L-RR,FC-CMH,171,2,169,120,48,19,in stock,CMH-14-D
ZCPTW-LS-L-T0,FC-MEM,169,16,153,40,16,56,in stock,MEM-43-E
ZCPTW-LS-L-T0,FC-CLT,59,8,51,40,16,19,in stock,CLT-49-F
ZCPTW-LS-L-T0,FC-SEA,130,21,109,40,16,43,in stock,SEA-47-E
ZCPTW-LS-L-T0,FC-DFW,189,5,184,40,16,63,in stock,DFW-36-A
ZCPTW-LS-L-T0,FC-EWR,140,2,138,40,16,46,in stock,EWR-15-B
ZCPTW-LS-L-T0,FC-RNO,70,10,60,40,16,23,in stock,RNO-13-F
ZCPTW-LS-L-T0,FC-CMH,109,7,102,40,16,36,in stock,CMH-52-D
ZCPTW-SS-XL-B0,FC-MEM,107,16,91,60,24,26,in stock,MEM-46-C
ZCPTW-SS-XL-B0,FC-CLT,1,0,1,60,24,0,critical,CLT-22-F
ZCPTW-SS-XL-B0,FC-SEA,94,13,81,60,24,23,in stock,SEA-41-C
ZCPTW-SS-XL-B0,FC-DFW,176,17,159,60,24,44,in stock,DFW-23-D
ZCPTW-SS-XL-B0,FC-EWR,54,9,45,60,24,13,low stock,EWR-26-E
ZCPTW-SS-XL-B0,FC-RNO,254,33,221,60,24,63,in stock,RNO-43-E
ZCPTW-SS-XL-B0,FC-CMH,257,37,220,60,24,64,in stock,CMH-24-E
ZCPTW-SS-XL-CS,FC-MEM,312,19,293,120,48,34,in stock,MEM-56-F
ZCPTW-SS-XL-CS,FC-CLT,457,71,386,120,48,50,in stock,CLT-45-E
ZCPTW-SS-XL-CS,FC-SEA,440,47,393,120,48,48,in stock,SEA-25-D
ZCPTW-SS-XL-CS,FC-DFW,281,46,235,120,48,31,in stock,DFW-58-F
ZCPTW-SS-XL-CS,FC-EWR,136,20,116,120,48,15,in stock,EWR-05-C
ZCPTW-SS-XL-CS,FC-RNO,309,51,258,120,48,34,in stock,RNO-02-D
ZCPTW-SS-XL-CS,FC-CMH,135,4,131,120,48,15,in stock,CMH-41-C
ZCPTW-LS-XL-RR,FC-MEM,49,6,43,60,24,12,low stock,MEM-33-C
ZCPTW-LS-XL-RR,FC-CLT,81,7,74,60,24,20,in stock,CLT-32-F
ZCPTW-LS-XL-RR,FC-SEA,165,23,142,60,24,41,in stock,SEA-32-A
ZCPTW-LS-XL-RR,FC-DFW,216,1,215,60,24,54,in stock,DFW-55-E
ZCPTW-LS-XL-RR,FC-EWR,254,0,254,60,24,63,in stock,EWR-47-F
ZCPTW-LS-XL-RR,FC-RNO,239,31,208,60,24,59,in stock,RNO-58-C
ZCPTW-LS-XL-RR,FC-CMH,112,13,99,60,24,28,in stock,CMH-33-A
ZCPTW-LS-XL-T0,FC-MEM,140,19,121,80,32,23,in stock,MEM-12-A
ZCPTW-LS-XL-T0,FC-CLT,57,8,49,80,32,9,low stock,CLT-14-F
ZCPTW-LS-XL-T0,FC-SEA,133,19,114,80,32,22,in stock,SEA-12-B
ZCPTW-LS-XL-T0,FC-DFW,11,1,10,80,32,1,critical,DFW-51-D
ZCPTW-LS-XL-T0,FC-EWR,86,4,82,80,32,14,in stock,EWR-48-D
ZCPTW-LS-XL-T0,FC-RNO,334,46,288,80,32,55,in stock,RNO-03-B
ZCPTW-LS-XL-T0,FC-CMH,292,41,251,80,32,48,in stock,CMH-52-C
ZCPTY-SS-S-B0,FC-MEM,375,51,324,100,40,53,in stock,MEM-17-E
ZCPTY-SS-S-B0,FC-CLT,73,6,67,100,40,10,low stock,CLT-30-D
ZCPTY-SS-S-B0,FC-SEA,255,14,241,100,40,36,in stock,SEA-10-F
ZCPTY-SS-S-B0,FC-DFW,212,27,185,100,40,30,in stock,DFW-32-D
ZCPTY-SS-S-B0,FC-EWR,143,8,135,100,40,20,in stock,EWR-54-C
ZCPTY-SS-S-B0,FC-RNO,309,37,272,100,40,44,in stock,RNO-30-A
ZCPTY-SS-S-B0,FC-CMH,167,22,145,100,40,23,in stock,CMH-23-E
ZCPTY-SS-S-CS,FC-MEM,205,20,185,80,32,34,in stock,MEM-18-E
ZCPTY-SS-S-CS,FC-CLT,110,12,98,80,32,18,in stock,CLT-21-A
ZCPTY-SS-S-CS,FC-SEA,395,57,338,80,32,65,in stock,SEA-24-B
ZCPTY-SS-S-CS,FC-DFW,127,7,120,80,32,21,in stock,DFW-28-B
ZCPTY-SS-S-CS,FC-EWR,149,11,138,80,32,24,in stock,EWR-43-E
ZCPTY-SS-S-CS,FC-RNO,80,10,70,80,32,13,in stock,RNO-42-A
ZCPTY-SS-S-CS,FC-CMH,213,5,208,80,32,35,in stock,CMH-28-C
ZCPTY-LS-S-RR,FC-MEM,53,7,46,100,40,7,low stock,MEM-12-F
ZCPTY-LS-S-RR,FC-CLT,304,37,267,100,40,43,in stock,CLT-10-C
ZCPTY-LS-S-RR,FC-SEA,337,7,330,100,40,48,in stock,SEA-54-F
ZCPTY-LS-S-RR,FC-DFW,11,0,11,100,40,1,critical,DFW-27-D
ZCPTY-LS-S-RR,FC-EWR,384,36,348,100,40,54,in stock,EWR-29-E
ZCPTY-LS-S-RR,FC-RNO,214,14,200,100,40,30,in stock,RNO-06-F
ZCPTY-LS-S-RR,FC-CMH,199,19,180,100,40,28,in stock,CMH-05-C
ZCPTY-LS-S-T0,FC-MEM,211,22,189,120,48,23,in stock,MEM-59-F
ZCPTY-LS-S-T0,FC-CLT,421,8,413,120,48,46,in stock,CLT-36-C
ZCPTY-LS-S-T0,FC-SEA,449,34,415,120,48,49,in stock,SEA-05-B
ZCPTY-LS-S-T0,FC-DFW,223,9,214,120,48,24,in stock,DFW-56-C
ZCPTY-LS-S-T0,FC-EWR,568,64,504,120,48,63,in stock,EWR-24-C
ZCPTY-LS-S-T0,FC-RNO,335,49,286,120,48,37,in stock,RNO-07-B
ZCPTY-LS-S-T0,FC-CMH,545,34,511,120,48,60,in stock,CMH-26-D
ZCPTY-SS-M-B0,FC-MEM,562,82,480,120,48,62,in stock,MEM-48-A
ZCPTY-SS-M-B0,FC-CLT,546,61,485,120,48,60,in stock,CLT-11-D
ZCPTY-SS-M-B0,FC-SEA,579,80,499,120,48,64,in stock,SEA-28-F
ZCPTY-SS-M-B0,FC-DFW,385,41,344,120,48,42,in stock,DFW-09-C
ZCPTY-SS-M-B0,FC-EWR,402,49,353,120,48,44,in stock,EWR-29-C
ZCPTY-SS-M-B0,FC-RNO,50,4,46,120,48,5,low stock,RNO-45-D
ZCPTY-SS-M-B0,FC-CMH,457,73,384,120,48,50,in stock,CMH-53-F
ZCPTY-SS-M-CS,FC-MEM,77,4,73,60,24,19,in stock,MEM-27-B
ZCPTY-SS-M-CS,FC-CLT,180,19,161,60,24,45,in stock,CLT-03-A
ZCPTY-SS-M-CS,FC-SEA,264,15,249,60,24,66,in stock,SEA-37-C
ZCPTY-SS-M-CS,FC-DFW,276,7,269,60,24,69,in stock,DFW-29-F
ZCPTY-SS-M-CS,FC-EWR,129,4,125,60,24,32,in stock,EWR-28-C
ZCPTY-SS-M-CS,FC-RNO,228,23,205,60,24,57,in stock,RNO-55-B
ZCPTY-SS-M-CS,FC-CMH,274,30,244,60,24,68,in stock,CMH-46-B
ZCPTY-LS-M-RR,FC-MEM,230,8,222,60,24,57,in stock,MEM-08-D
ZCPTY-LS-M-RR,FC-CLT,181,12,169,60,24,45,in stock,CLT-55-D
ZCPTY-LS-M-RR,FC-SEA,51,6,45,60,24,12,low stock,SEA-36-C
ZCPTY-LS-M-RR,FC-DFW,62,4,58,60,24,15,in stock,DFW-35-B
ZCPTY-LS-M-RR,FC-EWR,277,41,236,60,24,69,in stock,EWR-33-E
ZCPTY-LS-M-RR,FC-RNO,21,0,21,60,24,5,low stock,RNO-27-B
ZCPTY-LS-M-RR,FC-CMH,290,25,265,60,24,72,in stock,CMH-42-E
ZCPTY-LS-M-T0,FC-MEM,21,0,21,120,48,2,critical,MEM-58-D
ZCPTY-LS-M-T0,FC-CLT,524,64,460,120,48,58,in stock,CLT-18-F
ZCPTY-LS-M-T0,FC-SEA,292,43,249,120,48,32,in stock,SEA-60-C
ZCPTY-LS-M-T0,FC-DFW,173,0,173,120,48,19,in stock,DFW-35-A
ZCPTY-LS-M-T0,FC-EWR,230,13,217,120,48,25,in stock,EWR-20-B
ZCPTY-LS-M-T0,FC-RNO,405,0,405,120,48,45,in stock,RNO-31-A
ZCPTY-LS-M-T0,FC-CMH,154,9,145,120,48,17,in stock,CMH-04-E
ZCPTY-SS-L-B0,FC-MEM,169,7,162,40,16,56,in stock,MEM-26-E
ZCPTY-SS-L-B0,FC-CLT,25,0,25,40,16,8,low stock,CLT-59-B
ZCPTY-SS-L-B0,FC-SEA,117,15,102,40,16,39,in stock,SEA-52-C
ZCPTY-SS-L-B0,FC-DFW,118,3,115,40,16,39,in stock,DFW-14-D
ZCPTY-SS-L-B0,FC-EWR,186,30,156,40,16,62,in stock,EWR-42-D
ZCPTY-SS-L-B0,FC-RNO,115,4,111,40,16,38,in stock,RNO-17-B
ZCPTY-SS-L-B0,FC-CMH,109,17,92,40,16,36,in stock,CMH-19-D
ZCPTY-SS-L-CS,FC-MEM,184,5,179,80,32,30,in stock,MEM-56-A
ZCPTY-SS-L-CS,FC-CLT,41,2,39,80,32,6,low stock,CLT-23-C
ZCPTY-SS-L-CS,FC-SEA,245,33,212,80,32,40,in stock,SEA-30-D
ZCPTY-SS-L-CS,FC-DFW,154,9,145,80,32,25,in stock,DFW-47-D
ZCPTY-SS-L-CS,FC-EWR,33,0,33,80,32,5,low stock,EWR-33-C
ZCPTY-SS-L-CS,FC-RNO,243,0,243,80,32,40,in stock,RNO-25-C
ZCPTY-SS-L-CS,FC-CMH,181,3,178,80,32,30,in stock,CMH-17-B
ZCPTY-LS-L-RR,FC-MEM,248,7,241,60,24,62,in stock,MEM-15-E
ZCPTY-LS-L-RR,FC-CLT,174,28,146,60,24,43,in stock,CLT-38-D
ZCPTY-LS-L-RR,FC-SEA,276,2,274,60,24,69,in stock,SEA-32-B
ZCPTY-LS-L-RR,FC-DFW,262,41,221,60,24,65,in stock,DFW-56-B
ZCPTY-LS-L-RR,FC-EWR,272,8,264,60,24,68,in stock,EWR-32-E
ZCPTY-LS-L-RR,FC-RNO,262,24,238,60,24,65,in stock,RNO-33-E
ZCPTY-LS-L-RR,FC-CMH,194,5,189,60,24,48,in stock,CMH-27-A
ZCPTY-LS-L-T0,FC-MEM,181,27,154,120,48,20,in stock,MEM-30-E
ZCPTY-LS-L-T0,FC-CLT,54,6,48,120,48,6,low stock,CLT-13-E
ZCPTY-LS-L-T0,FC-SEA,162,15,147,120,48,18,in stock,SEA-06-A
ZCPTY-LS-L-T0,FC-DFW,112,0,112,120,48,12,low stock,DFW-37-B
ZCPTY-LS-L-T0,FC-EWR,316,9,307,120,48,35,in stock,EWR-53-F
ZCPTY-LS-L-T0,FC-RNO,255,42,213,120,48,28,in stock,RNO-27-A
ZCPTY-LS-L-T0,FC-CMH,573,64,509,120,48,63,in stock,CMH-03-B
ZCPTY-SS-XL-B0,FC-MEM,94,2,92,60,24,23,in stock,MEM-57-A
ZCPTY-SS-XL-B0,FC-CLT,149,22,127,60,24,37,in stock,CLT-54-F
ZCPTY-SS-XL-B0,FC-SEA,47,4,43,60,24,11,low stock,SEA-12-F
ZCPTY-SS-XL-B0,FC-DFW,275,8,267,60,24,68,in stock,DFW-06-C
ZCPTY-SS-XL-B0,FC-EWR,204,13,191,60,24,51,in stock,EWR-21-A
ZCPTY-SS-XL-B0,FC-RNO,159,3,156,60,24,39,in stock,RNO-09-A
ZCPTY-SS-XL-B0,FC-CMH,80,2,78,60,24,20,in stock,CMH-17-C
ZCPTY-SS-XL-CS,FC-MEM,180,9,171,60,24,45,in stock,MEM-53-B
ZCPTY-SS-XL-CS,FC-CLT,8,1,7,60,24,2,critical,CLT-44-A
ZCPTY-SS-XL-CS,FC-SEA,171,27,144,60,24,42,in stock,SEA-15-F
ZCPTY-SS-XL-CS,FC-DFW,291,19,272,60,24,72,in stock,DFW-44-E
ZCPTY-SS-XL-CS,FC-EWR,134,22,112,60,24,33,in stock,EWR-01-D
ZCPTY-SS-XL-CS,FC-RNO,190,11,179,60,24,47,in stock,RNO-02-B
ZCPTY-SS-XL-CS,FC-CMH,90,10,80,60,24,22,in stock,CMH-05-E
ZCPTY-LS-XL-RR,FC-MEM,21,2,19,60,24,5,low stock,MEM-33-E
ZCPTY-LS-XL-RR,FC-CLT,243,28,215,60,24,60,in stock,CLT-07-A
ZCPTY-LS-XL-RR,FC-SEA,53,1,52,60,24,13,low stock,SEA-60-B
ZCPTY-LS-XL-RR,FC-DFW,129,19,110,60,24,32,in stock,DFW-31-A
ZCPTY-LS-XL-RR,FC-EWR,224,11,213,60,24,56,in stock,EWR-02-A
ZCPTY-LS-XL-RR,FC-RNO,240,24,216,60,24,60,in stock,RNO-10-E
ZCPTY-LS-XL-RR,FC-CMH,107,11,96,60,24,26,in stock,CMH-03-B
ZCPTY-LS-XL-T0,FC-MEM,278,9,269,100,40,39,in stock,MEM-57-D
ZCPTY-LS-XL-T0,FC-CLT,94,14,80,100,40,13,low stock,CLT-17-F
ZCPTY-LS-XL-T0,FC-SEA,36,6,30,100,40,5,low stock,SEA-37-C
ZCPTY-LS-XL-T0,FC-DFW,49,6,43,100,40,7,low stock,DFW-42-B
ZCPTY-LS-XL-T0,FC-EWR,94,10,84,100,40,13,low stock,EWR-57-A
ZCPTY-LS-XL-T0,FC-RNO,361,25,336,100,40,51,in stock,RNO-24-B
ZCPTY-LS-XL-T0,FC-CMH,163,18,145,100,40,23,in stock,CMH-15-D
ZCPSM-AS-S-B0,FC-MEM,184,22,162,100,40,26,in stock,MEM-29-A
ZCPSM-AS-S-B0,FC-CLT,444,23,421,100,40,63,in stock,CLT-27-B
ZCPSM-AS-S-B0,FC-SEA,378,37,341,100,40,54,in stock,SEA-09-F
ZCPSM-AS-S-B0,FC-DFW,329,36,293,100,40,47,in stock,DFW-39-E
ZCPSM-AS-S-B0,FC-EWR,417,25,392,100,40,59,in stock,EWR-49-C
ZCPSM-AS-S-B0,FC-RNO,410,39,371,100,40,58,in stock,RNO-17-F
ZCPSM-AS-S-B0,FC-CMH,335,43,292,100,40,47,in stock,CMH-31-E
ZCPSM-AS-S-CS,FC-MEM,4,1,3,40,16,1,critical,MEM-19-C
ZCPSM-AS-S-CS,FC-CLT,160,6,154,40,16,53,in stock,CLT-14-D
ZCPSM-AS-S-CS,FC-SEA,140,3,137,40,16,46,in stock,SEA-51-F
ZCPSM-AS-S-CS,FC-DFW,111,5,106,40,16,37,in stock,DFW-12-F
ZCPSM-AS-S-CS,FC-EWR,121,13,108,40,16,40,in stock,EWR-25-C
ZCPSM-AS-S-CS,FC-RNO,57,5,52,40,16,19,in stock,RNO-23-B
ZCPSM-AS-S-CS,FC-CMH,103,10,93,40,16,34,in stock,CMH-16-E
ZCPSM-AS-S-RR,FC-MEM,161,20,141,120,48,17,in stock,MEM-13-C
ZCPSM-AS-S-RR,FC-CLT,263,30,233,120,48,29,in stock,CLT-34-E
ZCPSM-AS-S-RR,FC-SEA,246,22,224,120,48,27,in stock,SEA-26-C
ZCPSM-AS-S-RR,FC-DFW,584,60,524,120,48,64,in stock,DFW-28-C
ZCPSM-AS-S-RR,FC-EWR,222,34,188,120,48,24,in stock,EWR-12-B
ZCPSM-AS-S-RR,FC-RNO,340,2,338,120,48,37,in stock,RNO-33-B
ZCPSM-AS-S-RR,FC-CMH,408,53,355,120,48,45,in stock,CMH-13-D
ZCPSM-AS-S-T0,FC-MEM,157,22,135,120,48,17,in stock,MEM-55-C
ZCPSM-AS-S-T0,FC-CLT,493,28,465,120,48,54,in stock,CLT-22-D
ZCPSM-AS-S-T0,FC-SEA,203,21,182,120,48,22,in stock,SEA-46-C
ZCPSM-AS-S-T0,FC-DFW,430,39,391,120,48,47,in stock,DFW-27-E
ZCPSM-AS-S-T0,FC-EWR,423,57,366,120,48,47,in stock,EWR-53-A
ZCPSM-AS-S-T0,FC-RNO,426,4,422,120,48,47,in stock,RNO-11-F
ZCPSM-AS-S-T0,FC-CMH,155,3,152,120,48,17,in stock,CMH-24-E
ZCPSM-AS-M-B0,FC-MEM,269,3,266,100,40,38,in stock,MEM-17-C
ZCPSM-AS-M-B0,FC-CLT,147,5,142,100,40,21,in stock,CLT-28-A
ZCPSM-AS-M-B0,FC-SEA,237,12,225,100,40,33,in stock,SEA-04-A
ZCPSM-AS-M-B0,FC-DFW,299,43,256,100,40,42,in stock,DFW-06-F
ZCPSM-AS-M-B0,FC-EWR,234,7,227,100,40,33,in stock,EWR-42-A
ZCPSM-AS-M-B0,FC-RNO,252,7,245,100,40,36,in stock,RNO-43-D
ZCPSM-AS-M-B0,FC-CMH,10,0,10,100,40,1,critical,CMH-31-E
ZCPSM-AS-M-CS,FC-MEM,259,37,222,80,32,43,in stock,MEM-17-D
ZCPSM-AS-M-CS,FC-CLT,327,54,273,80,32,54,in stock,CLT-24-C
ZCPSM-AS-M-CS,FC-SEA,249,1,248,80,32,41,in stock,SEA-20-B
ZCPSM-AS-M-CS,FC-DFW,396,33,363,80,32,66,in stock,DFW-51-B
ZCPSM-AS-M-CS,FC-EWR,110,11,99,80,32,18,in stock,EWR-41-D
ZCPSM-AS-M-CS,FC-RNO,242,14,228,80,32,40,in stock,RNO-47-E
ZCPSM-AS-M-CS,FC-CMH,129,17,112,80,32,21,in stock,CMH-27-A
ZCPSM-AS-M-RR,FC-MEM,234,14,220,120,48,26,in stock,MEM-41-F
ZCPSM-AS-M-RR,FC-CLT,1,1,0,120,48,0,critical,CLT-19-B
ZCPSM-AS-M-RR,FC-SEA,16,1,15,120,48,1,critical,SEA-39-A
ZCPSM-AS-M-RR,FC-DFW,550,68,482,120,48,61,in stock,DFW-16-C
ZCPSM-AS-M-RR,FC-EWR,382,10,372,120,48,42,in stock,EWR-10-B
ZCPSM-AS-M-RR,FC-RNO,0,0,0,120,48,0,critical,RNO-26-B
ZCPSM-AS-M-RR,FC-CMH,168,4,164,120,48,18,in stock,CMH-44-A
ZCPSM-AS-M-T0,FC-MEM,129,2,127,40,16,43,in stock,MEM-25-B
ZCPSM-AS-M-T0,FC-CLT,145,11,134,40,16,48,in stock,CLT-58-C
ZCPSM-AS-M-T0,FC-SEA,98,13,85,40,16,32,in stock,SEA-03-C
ZCPSM-AS-M-T0,FC-DFW,89,10,79,40,16,29,in stock,DFW-32-D
ZCPSM-AS-M-T0,FC-EWR,119,15,104,40,16,39,in stock,EWR-23-F
ZCPSM-AS-M-T0,FC-RNO,103,4,99,40,16,34,in stock,RNO-10-D
ZCPSM-AS-M-T0,FC-CMH,30,3,27,40,16,10,low stock,CMH-32-F
ZCPSM-AS-L-B0,FC-MEM,103,10,93,80,32,17,in stock,MEM-07-A
ZCPSM-AS-L-B0,FC-CLT,67,8,59,80,32,11,low stock,CLT-52-B
ZCPSM-AS-L-B0,FC-SEA,178,4,174,80,32,29,in stock,SEA-60-C
ZCPSM-AS-L-B0,FC-DFW,378,36,342,80,32,63,in stock,DFW-32-F
ZCPSM-AS-L-B0,FC-EWR,86,14,72,80,32,14,in stock,EWR-40-A
ZCPSM-AS-L-B0,FC-RNO,321,3,318,80,32,53,in stock,RNO-17-B
